anomaly_id,mission,get_report,get_diagnosis,subsystem,crew_observed,symptom_report,exchange_quote,established_cause,cause_confidence,in_corpus,diagnosed_in_flight,mc_turns,mc_time_s,notes
A14-018,Apollo 14,,,EVA,true,Hasselblad intervalometer double-cycled: heard once by crew and shown in photography as 13 double cycles out of 283 exposures.,,Random response of the intervalometer to camera-motor current (new camera motor with higher current characteristics); characterized via photographic analysis.,medium,false,false,,,Anomaly 14.3.3 (GFE). Crew audio report plus postflight photo analysis.
A14-019,Apollo 14,,,comms,true,Commander's voice communications degraded at ~29 hours; restored after replacing the comm adapter.,,Poor contact between connectors due to small contaminants or improper mating; resolved in flight by substituting the adapter.,medium,true,true,,,"Anomaly 14.3.4 (GFE). Crew-reported and resolved in flight; did not spend fetch budget locating the discrete report->diagnosis exchange, left at -1 per bounded rule."
A14-020,Apollo 14,,,ALSEP,true,"Active Seismic Experiment thumper misfired: 13 of 21 initiator attempts fired, 5 misfired, 3 skipped, with excessive switch stiffness on the first several firings.",,Selector-switch dial repositioning out of detent and dirt on the firing-switch actuator bearing surface; crew overcame by using both hands initially.,medium,false,true,,,Anomaly 14.4.1 (ALSEP). Crew-reported/worked on the lunar surface (surface EVA comm loop); not turn-hunted per bounded rule.
A14-021,Apollo 14,,,ALSEP,false,"Suprathermal Ion Detector Experiment (SIDE) produced erratic/noisy data on turn-on, also disturbing the passive seismic and charged-particle experiments.",,Arcing or corona within the SIDE equipment prior to dust-cover removal; resolved by commanding x10 accumulation mode and removing the dust cover.,medium,,true,,,"Anomaly 14.4.2 (ALSEP). Telemetry-detected, ground-commanded fix."
A14-022,Apollo 14,,,ALSEP,true,Lunar Portable Magnetometer (LPM) ribbon cable was difficult to rewind and snarled in 1/6 g; reel rotated freely / no lock during rewind.,,"Cable snarls easily, no provision to lock the reel during rewind, and difficult gloved-hand grip (design/operational).",medium,false,true,,,Anomaly 14.4.3 (ALSEP/EVA). Crew-experienced on the surface; operational finding.
A14-023,Apollo 14,,,ALSEP,false,ALSEP central station 12-hour timer failed: timer pulses absent after initial activation; mechanical section operated only intermittently.,,"Mechanical timer design failure (logic functional, mechanical section non-responsive); similar to the Apollo 12 timer issue.",medium,,true,,,Anomaly 14.4.4 (ALSEP). Telemetry / uplink-command verification.
A14-024,Apollo 14,,,ALSEP,false,Passive Seismic Experiment horizontal Y-axis leveling motor operated intermittently; 6 of 22 leveling commands unresponsive.,,Intermittent component in the motor-control circuit (no temperature correlation); ground achieved leveling by a command-cycling technique.,medium,,true,,,Anomaly 14.4.5 (ALSEP). Telemetry-detected.
A14-025,Apollo 14,,,ALSEP,false,"Passive Seismic Experiment long-period vertical seismometer unstable in filter-in mode, oscillating to saturation.",,Electrical (not mechanical) failure in the feedback-filter circuitry; resolved by commanding removal of all feedback filters.,medium,,true,,,"Anomaly 14.4.6 (ALSEP). Telemetry-detected, ground-commanded fix."
A14-026,Apollo 14,,,ALSEP,false,"Active Seismic Experiment geophone 3 electronic channel erratic: data spiking off-scale high, channel running at ~30x the gain of the other channels.",,Intermittent open circuit in the diode feedback path of the logarithmic compressor; suspected solder crack in cordwood construction (status open).,medium,,false,,,"Anomaly 14.4.7 (ALSEP). Telemetry-detected; cause suspected, status open."
A14-027,Apollo 14,,,ALSEP,false,Intermittent loss of valid data from the SIDE positive log analog-to-digital converter (full-scale output followed by erroneous values in specific words).,,Intermittent failure of the start-reset pulse for the positive-log A/D converter control logic.,medium,,true,,,Anomaly 14.4.8 (ALSEP). Telemetry-detected.
A14-028,Apollo 14,,,ALSEP,false,"Charged Particle Lunar Environment Experiment (CPLEE) analyzer B data lost: analyzer-B power-supply voltage measurement erratic, science data lost (~April 8, 1971).",,"Short circuit in output filter capacitors, interconnecting cable, or analyzer (high-voltage oscillator still functioning); probable short located in postflight/on-orbit analysis.",medium,,false,,,"Anomaly 14.4.9 (ALSEP). Occurred on the deployed surface package after the crew departed (April 8, 1971); telemetry-based."
A15-001,Apollo 15,,,RCS,true,"Quad B and quad D SM RCS secondary/primary propellant isolation valve talkbacks intermittently indicated closed (at post-insertion checks, S-IVB sep ~3:22, and SIM-bay door jettison); crew reopened each time.",,Magnetic-latching isolation valves closed by pyrotechnic shock (a mechanism seen on previous missions); reopened by crew each occurrence.,high,true,false,,,"Anomaly 14.1.1. This atlas lists the 20 most significant of the 44 numbered anomalies in Section 14 of the Apollo 15 Mission Report (18 CSM, 8 LM, 4 SIM, 3 ALSEP/surface, 7 GFE, 4 LRV)."
A15-002,Apollo 15,003:36:12,003:38:44,SPS,true,SPS Thrust light on the Entry Monitor System panel illuminated shortly after transposition and docking with no engine firing command present (would have caused ignition if engine armed).,"003:36:12 Scott (CDR): '...the only different thing we've noticed is the SPS Thrust light on the EMS is now on.' | 003:36:25 Fullerton (CapCom): 'Roger. I understand the SPS Thrust light is on.' | 003:36:28 Scott (CDR): 'And all the switches are off.' | 003:38:44 Fullerton (CapCom): '15, Houston. We'd like you to pull [open] both SPS Pilot Valve circuit breakers on Panel 8.' | 003:38:53 Scott (CDR): 'Okay; that's being done. They're both open.'",Short to ground in the system A delta-V thrust switch within the SPS ignition circuitry; confirmed by test firing at 28:40:22. Ground had crew safe the engine by opening both SPS Pilot Valve circuit breakers.,high,true,true,4,152,Anomaly 14.1.3. Only clean crew-report -> CapCom-response exchange in the mission. Turn count = 4 air-to-ground transmissions from crew's first report (003:36:12) to CapCom's diagnostic safing instruction (003:38:44); 152 s between those two GETs. Root-cause isolation (delta-V switch short) confirmed later by the 28:40:22 test firing. Source: apollojournals.org/afj/ap15fj/03tde.html.
A15-003,Apollo 15,,,EPS,true,"A-c bus 2 and d-c bus B undervoltage alarms occurred, then the integral lighting circuit breaker opened; DSKY/EMS scroll and other backlighting were lost for the rest of the mission.",,Short circuit inside the mission timer (shorted input filter capacitor); found in postflight teardown after timer returned to vendor.,high,true,false,,,Anomaly 14.1.4.
A15-004,Apollo 15,,,EPS,true,"At ~81.5 h the battery relay bus voltage telemetry read 13.66 V instead of nominal ~32 V; crew confirmed low reading on panel 101 test meter, and moving the test-meter switch restored the normal reading.",,Isolated to instrumentation circuitry; bus functional operation not impaired. No hardware fault duplicated in postflight testing.,high,true,false,,,Anomaly 14.1.5.
A15-005,Apollo 15,,,ECLSS,true,Potable water tank quantity began decreasing during meal prep at ~277 h and failed to refill for the rest of the flight (waste tank kept accepting fuel-cell water normally).,,Failed check valve in the water management system prevented potable-tank refill (a similar earlier event at 13.5 h had been mis-attributed to a closed inlet valve).,high,true,false,,,Anomaly 14.1.7.
A15-006,Apollo 15,,,instrumentation,true,Panel 2 mission timer stopped at 124:47:37 and repeatedly failed to restart when the start/stop/reset switch was cycled.,,Mission-timer internal fault; timer would not restart (separate unit from the panel-1 digital event timer).,high,true,false,,,Anomaly 14.1.8.
A15-007,Apollo 15,,,structures,false,One of three main parachutes deflated to ~1/5 diameter at ~6000 ft; the CM landed on effectively two chutes. Recovery photos showed 2-3 of 6 riser legs missing on the failed canopy.,,"Postflight/photographic analysis; leading candidate was CM RCS propellant (fuel) burning on the riser lines during the propellant-depletion firing (other candidates: forward heat-shield proximity, a broken riser/suspension-line connector link).",high,,false,,,"Anomaly 14.1.9. Most safety-significant Apollo 15 anomaly; separate formal Anomaly Report No. 1 was issued. Detected via recovery/photographic evidence, not crew diagnosis."
A15-008,Apollo 15,,,crew equipment,true,The right-side restraint harness on both the center and right crew couches came apart (unscrewed) during lunar orbit; crew reassembled and taped one missing cap in place for landing.,,Plug-and-cap (bolt with nylon locking insert) on the couch seatpan backed out under repeated back-and-forth rotation.,high,false,false,,,Anomaly 14.1.12.
A15-009,Apollo 15,,,ECLSS,true,"With the cabin fans running, the crew heard an object striking the blades; cycling the fans repositioned it. Postflight the blades were gouged.",,A loose 1/4-inch washer in the fan ducting struck the blades; found in postflight inspection of the ducting.,high,true,false,,,Anomaly 14.1.13.
A15-010,Apollo 15,,,comms,true,"LM steerable (S-band) antenna showed random oscillations in auto-track mode, diverging and losing lock on three occasions.",,"Auto-track oscillations driven by vehicle blockage/structural reflections and unfavorable Earth look angles at specific times (100:26, 100:41, 104:07).",medium,true,false,,,Anomaly 14.2.4.
A15-011,Apollo 15,,,GNC,true,The LM descent engine control assembly circuit breaker was found open during the post-separation engine throttle check; closing it allowed the check to complete.,,No current surge found in data; report states the most probable cause is that the crew inadvertently left the breaker open (crew statement).,medium,true,false,,,"Anomaly 14.2.5. Crew-attributed cause but no locatable CapCom-diagnosis exchange, so turns left at -1."
A15-012,Apollo 15,,,GNC,true,"Abort Guidance System warning and master alarms occurred just after lunar-orbit insertion and again at AOS before LM deorbit; first was reset by crew, second persisted to lunar impact.",,"Momentary out-of-tolerance condition (28 V dc, 12 V dc, or 400 Hz) tripped the warning, which self-resets when back in tolerance; AGS performance was normal throughout.",medium,true,false,,,Anomaly 14.2.6.
A15-013,Apollo 15,,,structures,true,Before LM ingress the range/range-rate meter window broke; on ingress the crew found many glass particles floating in the cabin (a hazard).,,Hermetically sealed meter case (He-pressurized) developed up to ~16 psi differential at cabin vacuum; the 0.085-in annealed soda-lime glass window failed from a surface flaw under that stress.,high,true,false,,,Anomaly 14.2.8.
A15-014,Apollo 15,,,SIM-bay,false,"Panoramic camera velocity/altitude sensor telemetry (first pass, rev 4) showed the sensor not operating correctly, drifting off-scale high (saturating) and auto-resetting.",,"Velocity/altitude sensor malfunction; the sensor controls camera cycling rate, forward-motion compensation, and exposure.",medium,,false,,,Anomaly 14.3.1. Telemetry-detected.
A15-015,Apollo 15,,,SIM-bay,false,Laser altimeter altitude data became intermittent after rev 24 and was fully lost after rev 38.,,"Decreasing laser output power, then the photomultiplier-tube high-voltage supply stuck in idle so the receiver missed surface returns; duplicated on the ground with a buzzing relay pulled from a flight unit.",high,,false,,,Anomaly 14.3.2. Telemetry-detected.
A15-016,Apollo 15,,,ALSEP,true,"Multiple problems during ALSEP deep-core/bore-stem drilling: insufficient penetration depth, bore stems hard to release from the drill adapter, bore-stem damage near the first joint, and core stems hard to extract and separate.",,Bore-stem/joint and flute design plus dense subsurface regolith; extraction and section-separation difficulties addressed by postflight hardware redesign.,high,false,false,,,Anomaly 14.4.1. Well-known Apollo 15 EVA drilling difficulty (Scott/Irwin at the ALSEP site). Worked in real time with the ground but root-cause/fix was postflight.
A15-017,Apollo 15,,,EVA,true,Lunar-surface 16-mm camera film magazines jammed: 5 of 8 magazines taken to the surface jammed.,,"Drive-spline damage/misalignment: improper installation misaligned the camera's floating female spline with the magazine male spline, removing metal from the brass spline.",high,false,false,,,Anomaly 14.5.3 (government-furnished equipment).
A15-018,Apollo 15,,,LRV,true,LRV battery 2 volt/ammeter was inoperative from vehicle activation and stayed dead through all traverses.,,"Meter fault not duplicated in any ground test; instrument non-essential to vehicle operation, so anomaly was closed with no further action.",high,false,false,,,Anomaly 14.6.2.
A15-019,Apollo 15,,,LRV,true,"LRV front steering was inoperative at initial activation (powered but wheels would not steer, no motor stall current); it became operative before the second traverse after the crew cycled the forward-steering breaker/switch.",,Intermittent front-steering fault; cleared itself before traverse 2 and was not isolated in flight (drove first traverse on rear steering only).,high,false,false,,,"Anomaly 14.6.3. Well-known Apollo 15 LRV issue; crew troubleshot with ground but the intermittent cause was never diagnosed in flight, so turns = -1."
A15-020,Apollo 15,,,LRV,true,"LRV seat belts were problematic on all traverses: hooks slipped through handholds to the floor, belts snagged on the GSE connector, and belts were too short to secure easily.",,Belts sized for a larger pressurized-suit contour; unexpected decrease in suit contour left the belts effectively too short and prone to displacement/snagging.,high,false,false,,,Anomaly 14.6.4.
A16-001,Apollo 16,097:35:10,,SPS,true,"During the pre-ignition checklist for the lunar-orbit circularization maneuver, an oscillation (limited to +/-1.0 deg at 2.4 Hz) was detected in the yaw axis of the SECONDARY servo loop of the service propulsion engine gimbal actuator; present in all modes but only when the secondary yaw servo loop was used. Delayed powered descent/landing by roughly 6 hours.",,Failure believed electrical in nature (intermittent open in the secondary yaw servo loop); a case of no oscillation on repositioning implied an electrical fault. Apollo 17 wiring-harness routing changed for strain relief. Mission Control cleared the SPS for use on the PRIMARY system and the landing proceeded.,high,true,true,,,"Anomaly 14.1.10 - the mission's marquee in-flight event (SPS thrust-vector-control / secondary yaw gimbal actuator). CMP Mattingly first reported the oscillation at 097:35:10, but that was a VHF crew-to-crew call to the LM, not an air-to-ground CapCom exchange, and CSM was near LOS behind the Moon. The go-for-landing 'diagnosis' came only after several hours of ground engineering analysis, not a single locatable CapCom exchange, so turns left at -1 per rules."
A16-002,Apollo 16,,,EPS,false,"Abnormally high heat leak into cryogenic hydrogen tank 3, raising heater/fan duty and boiloff.",,Cause not definitively determined; investigation found the tank had been returned to the vendor for rework and receiving inspection had noted water in the shipping container (possible annulus vacuum/insulation degradation). Anomaly closed without firm root cause.,high,,false,,,Anomaly 14.1.5. Telemetry-detected cryogenic EPS anomaly.
A16-003,Apollo 16,,,comms,false,Spacecraft failed to respond to uplink real-time commands at 42:23:09 and again at 207:14:36; command capability lost until the crew cycled the up-telemetry command reset switch off and back to normal.,,Logic lock-up within the up-data link package; only postulated causes are a spacecraft power-system transient or a transient internal to the up-data link. External transients ruled out via telemetry.,high,,false,,,Anomaly 14.1.6. Ground detected loss of command capability; crew action (switch cycle) restored it; root cause not fully resolved in flight.
A16-004,Apollo 16,,,SIM-bay,true,Mass spectrometer boom (SIM bay) stalled and would not fully retract; on the final event it stalled ~two-thirds out (~200 in) and would neither extend nor retract. Boom and experiment jettisoned prior to TEI.,,Assumed jamming/bunching or snagging of the coiled experiment power cable in the boom housing during retraction; repeated prolonged motor stalls burned out the motor. Data did not reveal a definite cause.,high,false,false,,,"Anomaly 14.1.8. Crew operated the SIM bay and observed the stall; cause assumed, not confirmed."
A16-005,Apollo 16,,,SIM-bay,true,Gamma ray spectrometer boom mechanism stalled and would not fully retract on three of five retractions (always past the safe SPS-firing position per proximity switch).,,Most probable cause bunching/snagging of the coiled experiment power cable during retraction (as seen in 1-g ground testing); assumed cable jamming in boom housing. No further action - mechanism not reused.,high,false,false,,,Anomaly 14.1.9. Companion boom problem to 14.1.8.
A16-006,Apollo 16,,,comms,false,High-gain antenna would not acquire; HGA operation lost for a period.,,Documented in Section 14.1.16 (CSM S-band high-gain antenna acquisition loss).,medium,,false,,,Anomaly 14.1.16.
A16-007,Apollo 16,,,GNC,true,Computer issued an erroneous gimbal lock indication at 38:18:56.,,Indication was erroneous (spurious); investigated in the inertial subsystem / CDU area.,medium,true,false,,,Anomaly 14.1.3. Related to 14.1.4 inertial-subsystem warnings.
A16-008,Apollo 16,,,GNC,true,Inertial subsystem warnings and coupling data unit (CDU) fail indications.,,Documented in Section 14.1.4; associated with erroneous indications in the inertial/CDU electronics.,medium,true,false,,,Anomaly 14.1.4.
A16-009,Apollo 16,,,SPS,false,Service propulsion system oxidizer tank pressure measurement shifted.,,"Instrumentation/measurement shift (transducer), not an actual propulsion pressure anomaly.",medium,,false,,,Anomaly 14.1.2. Telemetry/instrumentation.
A16-010,Apollo 16,,,ECLSS,true,Lithium hydroxide canister stuck during the first canister change.,,Documented in Section 14.1.15 (mechanical sticking of LiOH canister).,medium,true,false,,,Anomaly 14.1.15.
A16-011,Apollo 16,,,RCS,false,Explosive failure of a ground-support-equipment oxidizer deservicing tank during postflight deservicing operations.,,Ground support equipment failure during deservicing (not an in-flight spacecraft failure).,high,,false,,,"Anomaly 14.1.20. Postflight ground event, included in the report."
A16-012,Apollo 16,,,structures,false,"At lunar lift-off, four vertical thermal shields on the LM ascent-stage aft equipment rack were torn loose from the lower standoffs (remained attached at upper standoffs); observed from lunar-based TV.",,Most probable cause: ascent engine exhaust entering the cavity behind the shields; the shield projection below the support tube plus insufficient blanket venting allowed pressure buildup exceeding shield capability. Redesign/venting added for Apollo 17.,high,,false,,,"Anomaly 14.2.2 (LM). Observed via ground/TV, analyzed postflight."
A16-013,Apollo 16,,,comms,true,LM S-band steerable antenna would not operate (inoperative) in the yaw axis.,,Traced to the antenna stow-latch/solder-melt release area (marginal electrical conditions letting the housing act as a heat sink); multiple corrective actions planned for Apollo 17.,high,true,false,,,Anomaly 14.2.3 (LM).
A16-014,Apollo 16,,,RCS,false,"During system pressurization at ~95 h, LM RCS system A regulator outlet pressure crept above lockup; helium leaked (rate varying to ~1100 scc/min) throughout the mission, and system A relief valves eventually periodically relieved at ~237 psia.",,Internal leakage in the regulator assembly; a design deficiency in secondary-regulator lockup under small differential pressure. Crew performed propellant-transfer operations to preserve blowdown capability.,high,,false,,,Anomaly 14.2.4 (LM RCS helium regulator leakage). Telemetry-detected; managed in flight via propellant transfers but root cause analyzed postflight.
A16-015,Apollo 16,,,GNC,false,Loss of lunar module attitude control after the (unmanned) jettison.,,Documented in Section 14.2.6; loss of attitude control occurred after crew egress/jettison.,medium,,false,,,"Anomaly 14.2.6 (LM). Post-jettison, unmanned."
A16-016,Apollo 16,,,GNC,false,Abort guidance system (AGS) out-of-plane velocity error larger than expected.,,Documented in Section 14.2.7 (LM AGS out-of-plane velocity error).,medium,,false,,,Anomaly 14.2.7 (LM).
A16-017,Apollo 16,,,APS,false,Ascent propulsion system chamber pressure showed an increase and decay during the ascent firing.,,Documented in Section 14.2.8; analyzed from ascent firing reconstruction.,medium,,false,,,Anomaly 14.2.8 (LM APS).
A16-018,Apollo 16,,,comms,true,Command module television camera monitor malfunctioned.,,Documented in Section 14.3.1 (GFE TV camera monitor malfunction).,medium,true,false,,,Anomaly 14.3.1 (GFE).
A16-019,Apollo 16,,,EVA,true,"After lunar-surface exposure, the wrist ring disconnects on the Commander's and LMP's suits were hard to rotate into the locked position and very difficult to rotate out.",,Lunar soil (dust) contamination in the small clearance/sliding surfaces of the wrist disconnect; the loose gauntlet let dirt reach the disconnect.,high,false,false,,,Anomaly 14.3.4 (GFE/EVA suit).
A16-020,Apollo 16,,,ALSEP,true,"Heat flow experiment cable broke when the Commander's legs became entangled in it during ALSEP deployment, resulting in loss of the heat flow experiment.",,Crew (Young) inadvertently snagged and broke the heat flow experiment cable at the connector; break was self-evident on the surface. No corrective action - experiment not reflown.,high,false,true,,,"Anomaly 14.4.1. Crew recognized the cable break immediately on the surface; cause self-evident, so no CapCom diagnosis exchange to count (turns remain -1)."
A16-021,Apollo 16,,,SIM-bay,false,"Erratic laser altimeter photomultiplier tube voltage during lunar-orbit operations, degrading altimeter data.",,"Documented in Section 14.5.5; PMT high-voltage anomaly progressively degraded/lost laser altimeter data (related to laser output degradation, 14.5.3).",high,,false,,,Anomaly 14.5.5 (orbital experiment / SIM bay laser altimeter).
A16-022,Apollo 16,,,LRV,true,"On the initial drive from the LM, the lunar roving vehicle rear steering was inoperative; the crew drove on front steering only, and rear steering later began working on its own.",,Cause never determined; rear steering spontaneously became operative later in the traverse (possible cold/viscous lubricant or intermittent connection; report notes numerous failure possibilities in the steering electronics).,high,false,false,,,"Anomaly 14.6.2. Crew-detected on the surface but it self-cleared with no formal CapCom diagnosis; cause never found. No crew-report->CapCom-diagnosis exchange to count, so -1."
A17-001,Apollo 17,,,EPS,true,Several spurious master alarms without accompanying caution/warning lights after earth-orbit insertion; alarms could be initiated by tapping on panel 2; main bus A undervoltage light flickered coincident with one alarm; some alarms coincided with moving the cryogenic pressure indicator switch to position 1/2.,,"Intermittent zero-g-dependent short-to-ground on panel 2 wiring in the main bus A undervoltage / cryogenic pressure indicator circuits; postflight inspection of panel 2 wiring and the reset switch found no contamination. Nuisance only, valid warnings not inhibitable; no corrective action. Closed.",high,true,true,,,Anomaly 15.1.1. Crew localized the source region (panel 2) in flight by tapping; true root cause never conclusively isolated even postflight. No quoted crew-report->CapCom-diagnosis exchange located within fetch budget.
A17-002,Apollo 17,,,instrumentation,true,Lower-equipment-bay mission timer was 15 seconds slow at 1 hour 58 minutes after lift-off; crew reset it and it worked properly for the rest of the mission.,,"Most probable cause an intermittent in one of the timer's integrated circuits, possibly from mechanical imperfections in circuit construction; postflight testing normal. Redundant timers exist; no corrective action. Closed.",high,true,false,,,Anomaly 15.1.2. Crew reset symptom in flight; cause determined postflight.
A17-003,Apollo 17,,,SIM-bay,false,"Retract limit sensing switch on lunar sounder HF antenna boom 1 failed to operate, giving telemetry and CM display data indicating the boom had not fully retracted (motor current showed it actually had retracted).",,"Confined to the retract limit-switch system (abnormal cam-follower friction, defective spring, hole misalignment, or internal switch malfunction); no most-likely cause established. Device not flown again. Closed.",high,,false,,,Anomaly 15.1.3. Telemetry/display-detected.
A17-004,Apollo 17,,,SIM-bay,true,Lunar sounder HF antenna boom 2 extension at ~191:38 required more time than expected; motor stalled after ~half deployment; motion re-established by cycling the power switch until fully deployed; condition repeated on subsequent extensions.,,Greater-than-expected motor load from increased/varying friction in the guide/antenna forming assembly in the thermal/vacuum environment (a recurring Apollo mechanism peculiarity). Not used again. Closed.,high,false,false,,,Anomaly 15.1.4. Crew worked around it by power cycling; cause from postflight analysis.
A17-005,Apollo 17,,,GNC,true,"Entry monitor system accelerometer null bias shifted before the transearth midcourse correction (nominal +0.01 ft/sec2, rose to +0.66, then +0.20 ft/sec2 after the maneuver); the 0.05g light illuminated erroneously during the pre-entry EMS self-test.",,"Candidate causes: contaminant particle/bubble in the accelerometer damping fluid, intermittent open in the temperature-compensation circuit, or intermittent short in the 12-position function switch; none confirmed (postflight tests normal). EMS is a backup; entry procedures revised in flight to circumvent premature 0.05g. Closed.",high,true,false,,,Anomaly 15.1.5. Crew observed the 0.05g light and revised procedures in flight; root cause never established.
A17-006,Apollo 17,,,ECLSS,true,Leakage in and around the chlorine injector casing assembly and occasional difficulty rotating the knob that advances the injector piston; 6 of 13 chlorine and 5 of 13 buffer ampules had bladder tears.,,A changed bladder-bonding process created a high-stress tension-to-shear transition region so bladders tore at the adhesive-bond periphery when pressurized with the end cap free; a bent injector outer needle also tore gland septums. Skylab/ASTP procedures and needle inspection revised. Closed.,high,true,false,,,Anomaly 15.1.6. Crew noticed leakage/knob difficulty; cause found postflight.
A17-007,Apollo 17,,,SIM-bay,false,Photography taken from the LM during rendezvous showed the mapping-camera reaction-control-system plume shield door in the open position with the mapping camera retracted (the spring-loaded door should close on retraction).,,"Problem is with the door itself; friction between sliding metal surfaces likely significantly increased by the space environment (common factor with other Apollo 15/16/17 mechanism anomalies), not duplicated in ground testing. Last mission; no further action. Closed.",high,,false,,,Anomaly 15.1.7. Photo-detected postflight/during rendezvous imagery.
A17-008,Apollo 17,,,EPS,false,Cryogenic hydrogen tanks 1 and 2 automatic pressure operating deadband decreased from ~16 psi to ~3 psi after about 12-13 hours and recurred later; hydrogen pressure then maintained by manual fan operation for the rest of the mission.,,"Hard particles/burrs (from toggle-plate coining) floating in the pressure-switch stop mechanism under zero-g, variably restricting stop travel and shifting the switch set points. Manual control adequate for Skylab/ASTP; no further inspection. Closed.",high,,false,,,Anomaly 15.1.8. Telemetry-detected.
A17-009,Apollo 17,,,instrumentation,false,Erroneous readings occurred on several command/service module one-sample-per-second measurements between 191:40:39 and 191:42:32; data from two ground stations showed the problem was on the downlink signal (PCM).,,Problem in the pulse-code-modulation timing pulse network that controls the word matrices; postflight shock and vibration bench tests operated normally. Anomaly left OPEN (workaround considered for Skylab/ASTP).,high,,false,,,Anomaly 15.1.9. One of the few explicitly left OPEN in the report; telemetry/ground-station detected.
A17-010,Apollo 17,,,ECLSS,false,During four early lunar-orbit revolutions the water/glycol temperature control valve failed to open properly as radiator outlet temperature decreased; mixed coolant momentarily fell up to 4 F below the 42-48 F control band during mixing startup.,,"Slight sticking of the valve gear train after being driven hard against the full-closed stop during hot lunar-orbit periods; non-tangent gear pitch circles cause sliding rather than rolling (scraped dry lubricant), raising friction. Self-corrected on later orbits; manual clutch disengagement available. Closed.",high,,false,,,Anomaly 15.1.10. Telemetry-detected; self-corrected.
A17-011,Apollo 17,,,EPS,false,"At approximately 108:06 the lunar module battery 3 and battery 4 voltage telemetry differed by ~0.5 V (battery 3 higher); the paralleled batteries should read equal, and no reverse-current battery-malfunction alarm occurred.",,Battery 4 voltage readout was not a true reading; a ~1% resistance increase in the signal-conditioner input resistive divider network (or a failure in the zero-adjust network) accounts for the offset; battery 4 was actually delivering positive current. Not flown again. Closed.,high,,false,,,Anomaly 15.2.1. Telemetry-detected; a measurement (not battery) fault.
A17-012,Apollo 17,,,ECLSS,false,"While using oxygen demand regulator A for cabin depressurization before the third EVA, data showed the suit loop leaking at 0.04 lb/hr; the crew switched to regulator B for the remainder of the mission.",,"Contamination of the regulator A ball/poppet seat (a ~2.5-micron particle lodged between poppet and seat), or an inadvertently bumped regulator handle (considered unlikely). Not used on future spacecraft. Closed.",high,,false,,,Anomaly 15.2.2. Data-detected; crew mitigated by switching regulators.
A17-013,Apollo 17,,,comms,true,"At 253:44 during preparation for the transearth-coast EVA, the Command Module Pilot (Evans) could not hear the caution/warning tone in his communications carrier, although transmission and reception were normal; he used the Lunar Module Pilot's communications carrier for the EVA.",,"Two of nine pigtail leads (carrying the caution/warning tone and left-earphone circuits) broke ~1/4 inch below the flex-relief potting, from repeated twisting/knotting because the carrier harness was unrestrained (CMP was not wearing the coverall/harness restraint). Skylab training/procedures revised. Closed.",high,true,true,,,"Anomaly 15.3.1 (government-furnished equipment). CMP found the broken leads himself in flight by partially removing the pigtail sleeve after the EVA; no quoted crew-report->CapCom-diagnosis air-to-ground exchange located within the ~2-fetch budget, so turns left at -1."
A17-014,Apollo 17,,,ALSEP,false,"After initial turn-on, the lunar surface gravimeter sensor beam capacitor plate could not be centered/stabilized between the fixed capacitor plates; even with all masses commanded on, the beam would not move off the upper plate and could only be brought down by caging it against the lower plate.",,"A mathematical error in the 1-g to 1/6-g mass conversion made the sensor mass weights ~2% too light, beyond the +/-1.5% ground-command adjustment range. Beam later balanced by special caging of the mass assembly, but with considerably reduced sensitivity. Closed.",high,,false,,,Anomaly 15.4.1. Data/ground-detected; design/calculation error.
A17-015,Apollo 17,,,ALSEP,false,"Surface Electrical Properties (SEP) receiver temperature rose to ~80 F during the rest period instead of dropping to ~28 F, and dropped only ~8 F between the second and third EVAs instead of the expected 50-60 F.",,"Lunar dust accumulated on the optical solar reflector (mirror) because the Velcro pad bonds holding the Kapton thermal-bag flaps had failed (weak bond from improper bonding preparation), degrading thermal control. Closed.",high,,false,,,Anomaly 15.4.2. Telemetry-detected.
A17-016,Apollo 17,,,ALSEP,false,Lunar Ejecta And Meteorite (LEAM) experiment temperature ran higher than predicted during the first and second lunar days across all modes and cover configurations; it had to be commanded off at high sun angles to stay within survival limits.,,Postulated accretion of lunar dust on the east/west sensor film and grid (driven by charge differential near the terminator when the experiment is on) degrading the thermal-control surfaces; science data indicated normal operation. Mitigated by turning the experiment off at each sunrise/sunset. Closed.,high,,false,,,Anomaly 15.4.3. Telemetry-detected.
